 0.00     1.08753 0.00019   1.08689 0.00020   1.08659 0.00018   1.08587 0.00018   1.08531 0.00018   1.08513 0.00017   1.08469 0.00017   1.08459 0.00018   1.08379 0.00019   1.08339 0.00020   1.08304 0.00016   1.08269 0.00019   1.08235 0.00017   1.08177 0.00016   1.08162 0.00016   1.08105 0.00019   1.08122 0.00020   1.08034 0.00017   1.08021 0.00018   1.07991 0.00017   1.07973 0.00018   1.07945 0.00016   1.07934 0.00019   1.07867 0.00018   1.07849 0.00017   1.07770 0.00019   1.07755 0.00017   1.07719 0.00020   1.07730 0.00019   1.07717 0.00017   1.07637 0.00017   1.07598 0.00019   1.07585 0.00018   1.07584 0.00017   1.07563 0.00016   1.07519 0.00016   1.07509 0.00016   1.07447 0.00017   1.07434 0.00017   1.07433 0.00017   1.07400 0.00017   1.07373 0.00017   1.07340 0.00020   1.07324 0.00017   1.07332 0.00016   1.07304 0.00018   1.07266 0.00017   1.07223 0.00018   1.07248 0.00016   1.07216 0.00016   1.07207 0.00017   1.07156 0.00017   1.07143 0.00016   1.07128 0.00016   1.07113 0.00016   1.07102 0.00017   1.07068 0.00017   1.07056 0.00018   1.07039 0.00017   1.07034 0.00016   1.07006 0.00017
 1.00     0.70506 0.00016   0.70264 0.00019   0.70067 0.00017   0.69923 0.00016   0.69736 0.00016   0.69546 0.00016   0.69341 0.00020   0.69198 0.00015   0.68953 0.00016   0.68823 0.00016   0.68680 0.00017   0.68468 0.00017   0.68312 0.00016   0.68166 0.00015   0.68031 0.00016   0.67868 0.00016   0.67707 0.00017   0.67584 0.00016   0.67424 0.00016   0.67281 0.00016   0.67117 0.00015   0.66993 0.00016   0.66848 0.00017   0.66730 0.00020   0.66558 0.00015   0.66430 0.00016   0.66300 0.00015   0.66124 0.00016   0.65997 0.00017   0.65868 0.00017   0.65749 0.00015   0.65596 0.00017   0.65493 0.00015   0.65354 0.00018   0.65236 0.00018   0.65141 0.00015   0.65017 0.00015   0.64902 0.00017   0.64797 0.00016   0.64674 0.00015   0.64565 0.00016   0.64463 0.00016   0.64363 0.00017   0.64279 0.00015   0.64133 0.00015   0.64052 0.00017   0.63953 0.00016   0.63849 0.00015   0.63719 0.00015   0.63627 0.00015   0.63519 0.00016   0.63459 0.00018   0.63339 0.00015   0.63254 0.00016   0.63170 0.00015   0.63084 0.00016   0.62968 0.00018   0.62844 0.00016   0.62789 0.00016   0.62693 0.00016   0.62566 0.00015
