 0.00     1.08731 0.00019   1.08666 0.00018   1.08641 0.00018   1.08588 0.00018   1.08565 0.00018   1.08502 0.00019   1.08437 0.00018   1.08451 0.00018   1.08366 0.00017   1.08318 0.00017   1.08302 0.00017   1.08297 0.00017   1.08208 0.00017   1.08171 0.00020   1.08157 0.00016   1.08092 0.00016   1.08042 0.00017   1.08033 0.00017   1.08005 0.00017   1.07987 0.00017   1.07941 0.00016   1.07943 0.00020   1.07888 0.00019   1.07837 0.00018   1.07822 0.00016   1.07781 0.00017   1.07769 0.00018   1.07722 0.00018   1.07674 0.00016   1.07658 0.00019   1.07631 0.00017   1.07585 0.00017   1.07573 0.00017   1.07604 0.00017   1.07493 0.00020   1.07511 0.00019   1.07452 0.00016   1.07439 0.00016   1.07456 0.00016   1.07396 0.00017   1.07377 0.00018   1.07362 0.00017   1.07356 0.00017   1.07310 0.00016   1.07309 0.00018   1.07285 0.00017   1.07266 0.00018   1.07232 0.00017   1.07226 0.00018   1.07182 0.00016   1.07157 0.00018   1.07150 0.00017   1.07106 0.00017   1.07100 0.00016   1.07086 0.00017   1.07098 0.00018   1.07050 0.00018   1.07027 0.00016   1.07015 0.00017   1.06978 0.00017   1.06961 0.00019   1.06955 0.00016   1.06906 0.00018   1.06893 0.00017   1.06915 0.00016   1.06854 0.00017
 1.00     0.70589 0.00017   0.70335 0.00018   0.70155 0.00017   0.69991 0.00017   0.69778 0.00017   0.69583 0.00017   0.69401 0.00017   0.69239 0.00016   0.69054 0.00015   0.68866 0.00017   0.68713 0.00016   0.68538 0.00016   0.68399 0.00015   0.68201 0.00016   0.68037 0.00016   0.67929 0.00016   0.67734 0.00015   0.67603 0.00016   0.67455 0.00017   0.67320 0.00017   0.67149 0.00016   0.67000 0.00018   0.66890 0.00018   0.66712 0.00015   0.66588 0.00018   0.66466 0.00015   0.66318 0.00016   0.66078 0.00016   0.65957 0.00015   0.65835 0.00015   0.65647 0.00015   0.65544 0.00019   0.65414 0.00018   0.65306 0.00018   0.65160 0.00017   0.65065 0.00017   0.64943 0.00015   0.64833 0.00017   0.64736 0.00017   0.64620 0.00016   0.64500 0.00016   0.64390 0.00017   0.64286 0.00016   0.64194 0.00016   0.64108 0.00015   0.64002 0.00015   0.63864 0.00015   0.63776 0.00015   0.63619 0.00015   0.63574 0.00016   0.63441 0.00015   0.63330 0.00018   0.63233 0.00017   0.63179 0.00015   0.63066 0.00015   0.62977 0.00016   0.62883 0.00017   0.62768 0.00016   0.62712 0.00016   0.62599 0.00014   0.62389 0.00016   0.62309 0.00014   0.62209 0.00016   0.62091 0.00016   0.62021 0.00015   0.61938 0.00015
