 0.00     1.08531 0.00007   1.08513 0.00007   1.08515 0.00007   1.08500 0.00007   1.08473 0.00007   1.08478 0.00007   1.08446 0.00007   1.08428 0.00007   1.08392 0.00007   1.08379 0.00006   1.08373 0.00007   1.08351 0.00007   1.08318 0.00006   1.08315 0.00007   1.08293 0.00007   1.08267 0.00007   1.08253 0.00007   1.08214 0.00007   1.08193 0.00007   1.08194 0.00007   1.08143 0.00006   1.08139 0.00007   1.08128 0.00007   1.08101 0.00007   1.08079 0.00007   1.08058 0.00007   1.08048 0.00007   1.08029 0.00007   1.08025 0.00007   1.07983 0.00007   1.07982 0.00007   1.07963 0.00007   1.07946 0.00007   1.07930 0.00007   1.07906 0.00006   1.07901 0.00007   1.07879 0.00007   1.07875 0.00007   1.07864 0.00007   1.07844 0.00007   1.07841 0.00007   1.07813 0.00007   1.07800 0.00007   1.07798 0.00007   1.07775 0.00007   1.07765 0.00007   1.07763 0.00006   1.07750 0.00007   1.07742 0.00007   1.07737 0.00007   1.07717 0.00007   1.07722 0.00007   1.07710 0.00007   1.07696 0.00007   1.07684 0.00007   1.07674 0.00007   1.07669 0.00007   1.07662 0.00007   1.07656 0.00007   1.07634 0.00006   1.07620 0.00007   1.07614 0.00007   1.07607 0.00007   1.07596 0.00007   1.07580 0.00007   1.07566 0.00006   1.07540 0.00007   1.07532 0.00007   1.07523 0.00007   1.07510 0.00007
 1.00     0.70447 0.00011   0.70271 0.00011   0.70100 0.00011   0.69915 0.00011   0.69746 0.00010   0.69577 0.00011   0.69432 0.00011   0.69264 0.00011   0.69098 0.00011   0.68932 0.00011   0.68760 0.00012   0.68593 0.00011   0.68436 0.00011   0.68306 0.00012   0.68158 0.00012   0.67991 0.00012   0.67860 0.00012   0.67724 0.00012   0.67569 0.00011   0.67428 0.00011   0.67287 0.00011   0.67163 0.00011   0.67032 0.00011   0.66872 0.00011   0.66753 0.00011   0.66642 0.00011   0.66477 0.00011   0.66352 0.00011   0.66232 0.00011   0.66103 0.00011   0.65968 0.00011   0.65828 0.00011   0.65774 0.00011   0.65652 0.00012   0.65498 0.00011   0.65385 0.00011   0.65275 0.00011   0.65177 0.00012   0.65034 0.00012   0.64916 0.00011   0.64815 0.00012   0.64704 0.00011   0.64611 0.00011   0.64491 0.00011   0.64377 0.00012   0.64289 0.00011   0.64195 0.00011   0.64068 0.00012   0.63987 0.00011   0.63902 0.00012   0.63829 0.00011   0.63761 0.00011   0.63705 0.00011   0.63705 0.00011   0.63665 0.00012   0.63620 0.00013   0.63489 0.00011   0.63393 0.00011   0.63251 0.00012   0.63118 0.00012   0.63044 0.00011   0.62897 0.00011   0.62804 0.00011   0.62750 0.00011   0.62646 0.00012   0.62563 0.00011   0.62497 0.00011   0.62390 0.00011   0.62325 0.00011   0.62228 0.00011
