# keff and ITC [pcm/K] as a function of fuel salt graphite instrusion %
# FSGI[%]   keff  sigma(k)    ITC    sigma(ITC)
    0.0  1.087483 0.000174   -1.563192 0.011277
    1.0  0.704689 0.000170  -11.872255 0.010452
