 0.00     1.08529 0.00007   1.08502 0.00007   1.08464 0.00007   1.08438 0.00007   1.08410 0.00007   1.08379 0.00007   1.08334 0.00007   1.08293 0.00007   1.08268 0.00007   1.08236 0.00007   1.08198 0.00007   1.08158 0.00007   1.08123 0.00007   1.08085 0.00007   1.08060 0.00007   1.08012 0.00007   1.07979 0.00007   1.07937 0.00007   1.07924 0.00007   1.07891 0.00007   1.07833 0.00007   1.07804 0.00007   1.07771 0.00007   1.07747 0.00007   1.07718 0.00007   1.07684 0.00007   1.07654 0.00007   1.07628 0.00007   1.07597 0.00007   1.07570 0.00007   1.07543 0.00007   1.07511 0.00007   1.07495 0.00007   1.07465 0.00007   1.07432 0.00007   1.07424 0.00007   1.07387 0.00007   1.07369 0.00007   1.07330 0.00007   1.07322 0.00007   1.07299 0.00007   1.07280 0.00007   1.07245 0.00007   1.07227 0.00007   1.07208 0.00007   1.07192 0.00007   1.07159 0.00007   1.07152 0.00007   1.07139 0.00007   1.07113 0.00007   1.07099 0.00007   1.07081 0.00007   1.07055 0.00007   1.07037 0.00007   1.07024 0.00007   1.06995 0.00007   1.06990 0.00007   1.06963 0.00007   1.06952 0.00007   1.06934 0.00007   1.06906 0.00007   1.06889 0.00007   1.06866 0.00007   1.06854 0.00007   1.06835 0.00007   1.06805 0.00007   1.06773 0.00007   1.06768 0.00007   1.06741 0.00007   1.06735 0.00007
 1.00     0.70442 0.00011   0.70243 0.00011   0.70076 0.00011   0.69899 0.00011   0.69739 0.00012   0.69549 0.00012   0.69368 0.00012   0.69173 0.00011   0.69022 0.00011   0.68848 0.00011   0.68675 0.00011   0.68473 0.00012   0.68348 0.00012   0.68176 0.00012   0.68013 0.00012   0.67847 0.00012   0.67709 0.00011   0.67550 0.00011   0.67422 0.00011   0.67244 0.00011   0.67105 0.00011   0.66958 0.00011   0.66809 0.00012   0.66657 0.00011   0.66544 0.00012   0.66391 0.00012   0.66271 0.00011   0.66121 0.00011   0.65993 0.00011   0.65855 0.00012   0.65722 0.00011   0.65555 0.00012   0.65509 0.00011   0.65368 0.00012   0.65237 0.00012   0.65116 0.00011   0.64989 0.00012   0.64876 0.00012   0.64745 0.00011   0.64626 0.00011   0.64515 0.00011   0.64413 0.00011   0.64274 0.00011   0.64164 0.00012   0.64062 0.00012   0.63958 0.00012   0.63837 0.00011   0.63746 0.00011   0.63646 0.00011   0.63552 0.00012   0.63488 0.00011   0.63403 0.00011   0.63347 0.00011   0.63337 0.00012   0.63294 0.00012   0.63248 0.00011   0.63124 0.00011   0.62980 0.00011   0.62844 0.00011   0.62741 0.00011   0.62622 0.00012   0.62508 0.00011   0.62445 0.00012   0.62344 0.00012   0.62254 0.00012   0.62145 0.00011   0.62065 0.00012   0.61991 0.00011   0.61883 0.00012   0.61802 0.00011
