 0.00     0.68093 0.00010   0.68067 0.00010   0.68054 0.00011   0.68020 0.00010   0.67995 0.00012   0.67950 0.00011   0.67949 0.00011   0.67926 0.00011   0.67870 0.00010   0.67866 0.00011   0.67839 0.00010   0.67838 0.00010   0.67824 0.00011   0.67807 0.00010   0.67765 0.00010   0.67769 0.00011   0.67762 0.00010   0.67740 0.00011   0.67720 0.00011   0.67702 0.00011   0.67720 0.00014   0.67693 0.00010   0.67665 0.00010   0.67676 0.00011   0.67633 0.00013   0.67666 0.00010   0.67652 0.00011   0.67662 0.00010   0.67635 0.00011   0.67636 0.00010   0.67640 0.00011   0.67664 0.00010   0.67651 0.00010   0.67653 0.00010   0.67652 0.00011   0.67670 0.00010   0.67690 0.00011   0.67667 0.00010   0.67688 0.00010   0.67683 0.00010   0.67685 0.00010   0.67715 0.00010   0.67724 0.00009   0.67730 0.00011   0.67748 0.00011   0.67734 0.00010   0.67764 0.00010   0.67778 0.00010   0.67781 0.00010   0.67788 0.00011   0.67801 0.00010   0.67819 0.00010   0.67819 0.00010   0.67816 0.00010   0.67851 0.00010   0.67848 0.00010   0.67849 0.00010   0.67856 0.00010   0.67878 0.00011   0.67887 0.00009   0.67912 0.00010   0.67914 0.00011   0.67909 0.00010   0.67911 0.00011   0.67935 0.00011   0.67982 0.00010
 1.00     0.16070 0.00003   0.16038 0.00003   0.16005 0.00003   0.15977 0.00003   0.15940 0.00003   0.15914 0.00003   0.15886 0.00003   0.15859 0.00003   0.15835 0.00003   0.15801 0.00003   0.15777 0.00003   0.15749 0.00003   0.15728 0.00003   0.15698 0.00003   0.15679 0.00003   0.15652 0.00003   0.15633 0.00003   0.15612 0.00003   0.15586 0.00003   0.15570 0.00003   0.15549 0.00003   0.15519 0.00003   0.15505 0.00003   0.15492 0.00003   0.15462 0.00003   0.15443 0.00003   0.15427 0.00003   0.15406 0.00003   0.15389 0.00003   0.15371 0.00003   0.15355 0.00003   0.15334 0.00003   0.15323 0.00003   0.15304 0.00003   0.15297 0.00003   0.15274 0.00003   0.15261 0.00003   0.15243 0.00003   0.15235 0.00003   0.15217 0.00003   0.15205 0.00003   0.15195 0.00003   0.15183 0.00003   0.15163 0.00003   0.15154 0.00003   0.15138 0.00003   0.15127 0.00003   0.15114 0.00003   0.15099 0.00003   0.15093 0.00003   0.15076 0.00003   0.15066 0.00003   0.15053 0.00003   0.15047 0.00003   0.15029 0.00003   0.15022 0.00003   0.15008 0.00003   0.14999 0.00003   0.14989 0.00003   0.14976 0.00003   0.14967 0.00003   0.14951 0.00003   0.14943 0.00003   0.14935 0.00003   0.14926 0.00003   0.14916 0.00003
